Kod,Razem,0 – 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 lat i więcej
I61.2          ,435,-,-,-,-,-,2,1,6,10,9,13,24,38,51,59,54,64,69,26,9
I61.3          ,201,-,-,-,-,1,-,1,5,13,12,9,19,26,32,24,20,20,11,7,1
I61.4          ,204,-,-,-,-,-,1,4,1,4,2,7,16,20,26,29,25,33,21,13,2
I61.5          ,237,-,-,-,1,1,-,4,4,2,11,10,14,32,34,27,25,43,26,3,-
I61.6          ,698,-,-,-,1,-,3,6,4,16,29,24,47,78,86,86,74,107,88,39,10
I61.8          ,227,-,-,-,-,-,-,2,3,6,4,7,16,15,27,28,21,38,43,16,1
I61.9          ,1254,-,-,-,1,2,3,9,18,32,31,56,79,119,182,134,157,156,167,83,25
I62.0          ,152,-,-,-,-,2,-,3,3,-,8,7,5,9,15,10,22,30,24,10,4
I62.1          ,7,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,1,2,-,-
I62.9          ,98,-,-,-,-,-,-,2,1,2,7,7,5,10,16,10,10,12,14,2,-
I63.0          ,128,-,-,-,-,-,-,-,-,-,2,1,3,12,8,15,19,33,21,11,3
I63.1          ,90,-,-,-,-,-,-,-,-,-,-,-,2,7,8,16,10,11,20,15,1
I63.2          ,187,-,-,-,-,-,-,2,-,1,2,1,7,21,21,30,26,23,28,17,8
I63.3          ,3529,-,-,-,-,-,3,2,9,12,24,46,78,224,378,439,461,672,696,378,107
I63.4          ,1982,-,-,-,-,-,-,-,3,2,4,23,38,97,161,208,259,394,455,261,77
I63.5          ,1926,-,1,-,-,-,1,1,1,5,12,25,53,109,211,239,219,357,402,215,75
I63.6          ,25,-,-,-,-,1,-,-,-,1,-,1,1,-,3,3,3,5,5,2,-
I63.8          ,604,-,-,-,-,-,-,-,3,-,3,9,25,43,59,75,79,121,114,61,12
I63.9          ,3825,-,-,-,-,-,2,7,2,20,16,51,94,216,360,412,478,742,771,507,147
I64            ,3619,-,-,-,-,-,1,4,13,18,28,53,126,254,359,397,432,667,737,394,136
I67.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
I67.2          ,1502,-,-,-,-,-,-,-,-,-,2,5,16,48,71,112,184,282,397,278,107
I67.3          ,7,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,1,-,-
I67.6          ,6,-,-,-,-,1,-,-,2,-,-,-,-,1,1,-,1,-,-,-,-
I67.7          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
I67.8          ,97,-,-,-,-,-,-,1,1,3,-,2,3,1,5,6,12,15,31,15,2
I67.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-
I69.0          ,81,-,-,-,1,-,-,1,1,3,4,3,2,9,13,8,10,9,6,7,4
I69.1          ,206,-,-,-,-,-,2,2,1,3,1,7,11,19,27,33,26,30,29,12,3
I69.2          ,21,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,1,5,3,2,-
I69.3          ,2025,-,-,-,-,-,-,-,2,1,5,8,39,95,180,243,260,447,450,238,57
I69.4          ,2226,-,-,-,-,-,-,-,4,2,10,13,33,102,184,245,300,456,501,301,75
I69.8          ,643,-,-,-,-,-,-,1,3,1,2,5,12,19,52,47,95,134,129,103,40
I70.0          ,135,-,-,-,-,-,-,-,-,-,1,2,3,14,16,18,11,22,30,14,4
I70.1          ,45,-,-,-,-,-,-,-,-,-,-,1,1,1,3,1,5,9,16,7,1
I70.2          ,1035,-,-,-,-,-,-,-,-,3,3,12,28,95,165,139,126,170,172,93,29
I70.8          ,6194,-,-,-,-,-,-,-,-,-,8,10,36,119,209,335,578,1144,1703,1544,508
I70.9          ,20949,-,-,-,-,-,-,-,1,1,4,6,14,417,803,1272,1843,4096,6225,4563,1704
I71.0          ,413,-,-,-,1,1,1,5,8,15,14,17,28,54,74,52,45,48,36,10,4
I71.1          ,239,-,-,-,-,1,4,3,2,3,13,16,13,30,35,30,25,35,17,11,1
I71.2          ,42,-,-,-,-,-,-,-,1,-,2,-,2,4,6,5,7,7,5,1,2
I71.3          ,640,-,-,-,-,-,-,-,1,-,5,5,11,69,104,107,93,90,105,42,8
I71.4          ,132,-,-,-,-,-,-,-,-,-,-,-,1,6,15,27,26,34,17,5,1
I71.5          ,65,-,-,-,-,-,-,-,-,-,-,1,4,8,17,8,9,12,4,2,-
I71.6          ,32,-,-,-,-,-,-,-,-,1,-,2,-,1,11,8,5,3,1,-,-
I71.8          ,65,-,-,-,-,-,-,3,2,-,2,-,4,7,11,9,8,11,8,-,-
I71.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.0          ,11,-,-,-,-,-,-,1,-,-,2,-,-,2,2,1,-,1,2,-,-
I72.2          ,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-
I72.3          ,35,-,-,-,-,-,-,-,-,-,-,2,2,3,5,9,6,5,2,1,-
I72.4          ,9,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,3,2,-,-
I72.8          ,16,-,-,-,1,-,-,-,-,1,-,-,2,5,3,1,1,2,-,-,-
I72.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I73.1          ,6,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,-,-,-,1,-
I73.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I74.0          ,95,-,-,-,-,-,-,-,-,-,1,3,5,13,14,21,5,13,11,8,1
I74.1          ,44,-,-,-,-,-,-,-,2,-,-,1,3,2,8,5,7,7,7,1,1
I74.2          ,22,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,4,3,8,1
I74.3          ,426,-,-,-,-,-,-,1,-,1,3,2,15,29,47,55,51,65,83,58,16
I74.4          ,44,-,-,-,-,-,-,-,1,1,-,-,2,7,5,2,6,4,7,8,1
I74.5          ,25,-,-,-,-,-,-,-,-,-,-,1,1,3,4,3,1,5,3,3,1
I74.8          ,169,-,-,-,-,-,-,-,1,3,2,7,9,12,22,19,18,27,33,9,7
I74.9          ,23,-,-,-,-,-,-,-,-,1,-,1,1,5,3,1,2,5,3,1,-
I77.2          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
I77.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
I78.0          ,3,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-
I80.1          ,9,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,1,1,1,-,-
I80.2          ,59,-,-,-,-,-,-,-,1,1,1,-,4,9,3,6,8,9,10,5,2
I80.3          ,19,-,-,-,-,-,-,-,-,2,-,1,2,2,1,3,-,3,3,2,-
I81            ,14,-,-,-,-,-,-,-,-,-,-,4,1,-,3,1,1,3,-,1,-
I82.0          ,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
I82.2          ,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-
I82.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I82.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I82.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
I83.0          ,23,-,-,-,-,-,-,-,-,-,-,2,2,2,3,2,3,4,2,2,1
I83.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
I83.2          ,7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,3,-,-
I84.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
I85.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
I89.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
I95.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
J03.0          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
J04.0          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
J06.8          ,4,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,1,-
J06.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
J10.0          ,167,1,1,-,1,-,1,2,6,6,11,11,12,24,24,17,18,11,13,6,2
J10.1          ,15,-,-,-,-,-,-,-,1,-,-,1,1,1,7,-,1,-,1,2,-
J10.8          ,24,-,-,-,-,-,-,-,-,-,2,1,3,2,5,4,2,3,1,1,-
J11.0          ,15,-,-,1,-,-,-,-,-,-,-,3,1,2,2,2,2,-,1,1,-
J11.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
J11.8          ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
J12.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J12.8          ,16,-,-,-,-,-,-,-,-,-,-,2,-,4,-,5,2,1,2,-,-
J12.9          ,10,-,-,-,-,-,-,-,1,-,-,1,-,1,1,1,1,1,1,2,-
J13            ,99,2,-,-,-,-,1,-,4,1,6,6,10,8,10,5,4,14,19,7,2
J14            ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-
J15.0          ,185,-,-,-,-,2,1,1,3,1,7,4,8,16,26,24,20,34,23,10,5
J15.1          ,54,-,1,-,-,-,-,-,-,-,1,2,4,8,7,9,5,5,8,3,1
J15.2          ,270,-,-,1,-,1,1,2,-,3,6,7,9,31,31,33,35,43,45,18,4
J15.3          ,14,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,3,2,3,3,-
J15.4          ,53,-,-,-,-,-,-,-,1,2,3,3,5,5,10,6,6,2,5,4,1
J15.5          ,39,-,-,-,-,-,-,-,-,-,1,-,1,2,3,2,6,9,11,4,-
J15.6          ,161,1,-,-,1,2,1,1,2,4,5,5,6,12,19,20,24,19,29,8,2
J15.7          ,5,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-
J15.8          ,1633,2,1,-,3,2,-,6,8,10,10,25,42,98,146,151,170,250,372,243,94
J15.9          ,2402,10,1,5,4,4,5,11,21,28,39,53,74,144,218,212,279,392,476,320,106
J16.0          ,16,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,3,1,2,5,1
J16.8          ,238,-,1,-,1,-,1,-,1,2,2,6,7,13,25,26,31,40,40,37,5
J18.0          ,1197,2,-,-,1,1,2,7,10,8,17,27,37,68,80,87,125,210,243,189,83
J18.1          ,189,-,-,-,-,-,1,3,2,6,12,7,10,17,21,24,13,18,36,15,4
J18.2          ,12,-,-,-,-,-,-,-,-,-,-,1,-,2,-,4,-,2,1,1,1
J18.8          ,2469,6,2,5,7,11,3,13,22,16,37,37,74,136,214,203,258,427,532,353,113
J18.9          ,9175,42,8,6,18,23,27,45,80,99,133,195,311,568,761,826,983,1576,1883,1173,418
J20.8          ,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
J20.9          ,18,-,-,-,-,-,-,-,1,-,1,-,2,1,2,-,2,2,2,5,-
J22            ,34,-,-,-,-,-,-,-,-,2,-,-,1,2,6,-,5,6,5,6,1
J39.0          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-
J41.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J41.1          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
J41.8          ,6,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,-,1,1,-
J42            ,11,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,4,2,1,-
J43.1          ,5,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,1,-,-
J43.8          ,15,-,-,-,-,-,-,-,-,-,-,-,2,2,4,2,1,3,1,-,-
J43.9          ,49,-,-,-,-,-,-,-,-,-,-,1,1,9,6,5,6,7,8,3,3
J44.0          ,2010,-,-,-,-,-,-,1,1,3,9,25,97,168,336,347,286,352,256,106,23
J44.1          ,1685,-,-,-,-,-,-,-,3,1,5,15,45,173,266,273,272,272,244,104,12
J44.8          ,598,-,-,-,-,-,-,-,1,1,-,3,13,40,71,94,99,133,95,43,5
J44.9          ,1624,-,-,-,-,-,-,-,1,4,1,18,55,139,236,301,250,262,243,100,14
J45.0          ,51,-,-,-,-,-,-,1,-,1,1,1,4,8,3,3,6,8,9,5,1
J45.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
J45.8          ,58,-,-,-,-,-,-,-,3,-,1,2,-,3,10,6,9,7,11,6,-
J45.9          ,421,-,-,-,-,1,1,1,1,6,4,10,15,48,48,60,45,69,57,39,16
J46            ,23,-,1,-,-,-,-,-,1,-,2,-,2,3,2,3,1,4,2,1,1
J47            ,11,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,-,1,3,2,-
J60            ,15,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,8,1,2,-
J61            ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-
J62.8          ,6,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,1,-,1,-,-
J63.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
J63.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J64            ,16,-,-,-,-,-,-,-,-,-,-,-,1,3,-,1,3,6,-,2,-
J67.0          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
J67.9          ,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
J68.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J69.0          ,692,7,2,1,7,5,9,8,4,17,16,18,19,38,46,59,88,115,112,102,19
J69.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J69.8          ,16,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,2,1,7,2,-
J70.3          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
J70.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J70.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J80            ,107,-,-,-,-,-,-,2,3,4,3,3,6,9,18,14,8,12,14,11,-
J81            ,3,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
J84.0          ,12,-,-,-,-,-,-,-,-,1,1,-,1,2,2,1,2,2,-,-,-
J84.1          ,383,-,-,-,-,-,-,1,2,2,9,8,14,37,59,76,59,59,44,12,1
J84.8          ,47,1,-,-,-,1,-,1,-,-,3,1,2,5,11,4,3,6,8,1,-
J84.9          ,145,-,-,-,-,1,-,-,-,1,3,5,9,11,19,31,21,21,18,4,1
J85.0          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
J85.1          ,76,-,-,-,-,1,1,1,2,2,4,5,9,10,14,6,6,9,2,3,1
J85.2          ,5,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,-,-,-
J85.3          ,12,-,-,-,-,-,-,-,-,-,1,-,1,2,3,1,-,4,-,-,-
J86.0          ,30,-,-,-,-,-,-,1,2,-,4,-,2,4,4,4,5,-,4,-,-
J86.9          ,52,-,-,-,-,-,-,1,2,1,1,4,5,6,13,3,5,5,3,3,-
J93.0          ,8,-,-,-,-,-,-,-,1,-,-,-,-,-,1,3,1,-,2,-,-
J93.1          ,19,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,5,4,-,2
J93.8          ,10,-,-,-,-,-,1,-,-,-,-,-,-,-,3,1,2,-,2,1,-
J93.9          ,19,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,1,3,6,1,-
J94.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
J96.0          ,201,1,-,-,-,-,-,1,2,3,5,5,7,30,27,39,19,31,19,10,2
J96.1          ,110,-,-,1,-,-,-,-,1,-,3,2,7,13,15,23,12,11,11,7,4
J96.9          ,97,-,-,-,-,-,1,2,-,2,1,-,2,7,12,17,13,15,14,9,2
J98.2          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,-,-,-,-
J98.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J98.5          ,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
J98.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J98.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
K12.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K20            ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
K21.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K22.1          ,39,-,-,-,-,-,-,1,1,2,4,2,6,5,4,3,2,2,3,3,1
K22.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K22.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K22.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K25.0          ,616,-,-,-,-,-,3,4,10,10,22,29,44,63,65,68,60,84,79,62,13
K25.1          ,281,-,-,-,-,-,1,-,1,4,12,5,19,31,40,42,32,33,37,19,5
K25.2          ,46,-,-,-,-,-,1,1,2,2,-,2,1,8,10,5,3,2,6,3,-
K25.3          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-
K25.4          ,205,-,-,-,-,-,-,3,7,8,7,8,16,26,20,15,19,23,32,18,3
K25.5          ,130,-,-,-,-,-,-,1,1,2,1,4,5,16,17,14,20,15,23,7,4
K25.6          ,24,-,-,-,-,-,-,-,-,1,-,-,1,4,4,2,2,5,4,1,-
K25.9          ,29,-,-,-,-,-,-,-,-,-,1,3,1,3,5,5,2,5,2,2,-
K26.0          ,287,-,-,-,-,-,3,-,-,10,9,13,21,38,35,38,28,28,31,26,7
K26.1          ,145,-,-,-,-,-,2,1,3,4,2,4,12,19,15,16,17,23,14,13,-
K26.2          ,53,-,-,-,-,1,-,2,-,1,1,2,2,5,8,8,5,5,8,5,-
K26.3          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-
K26.4          ,242,-,-,-,-,-,-,4,2,7,5,17,14,36,31,22,17,27,31,23,6
K26.5          ,67,-,-,-,-,-,-,-,1,-,3,-,3,10,5,13,9,8,10,4,1
K26.6          ,25,-,-,-,-,-,-,1,1,-,1,1,2,4,1,4,1,4,4,1,-
K26.7          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
K26.9          ,10,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,1,2,2,-,-
K27.0          ,275,-,-,-,1,-,2,3,2,2,9,12,18,17,35,31,34,39,41,20,9
K27.1          ,38,-,-,-,-,-,-,-,-,-,-,3,1,6,1,7,6,7,4,2,1
K27.2          ,11,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,3,2,1,-
K27.4          ,725,-,-,-,1,-,2,5,8,11,21,25,37,56,90,83,66,88,120,91,21
K27.5          ,43,-,-,-,-,1,-,-,-,2,2,1,3,6,7,7,6,2,2,3,1
K27.6          ,43,-,-,-,-,-,1,-,1,1,-,-,1,5,6,5,5,5,6,6,1
K27.7          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
K27.9          ,15,-,-,-,-,-,-,-,-,2,-,1,2,1,3,-,1,2,2,1,-
K28.0          ,22,-,-,-,-,-,-,-,-,1,-,2,2,-,4,4,1,3,2,3,-
K28.1          ,14,-,-,-,-,-,-,-,-,-,2,-,-,3,2,1,1,1,2,-,2
K28.2          ,6,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,1,1,-,-
K28.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K28.4          ,28,-,-,-,2,-,-,-,2,-,-,-,1,5,3,2,4,3,5,1,-
K28.5          ,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1,-,-
K28.6          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
K28.7          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K28.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K29.0          ,129,-,-,-,-,-,-,-,4,2,7,4,9,16,16,13,10,18,16,11,3
K29.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
K29.2          ,8,-,-,-,-,-,-,-,-,1,-,1,2,1,1,2,-,-,-,-,-
K29.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K29.5          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
K29.6          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
K29.7          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-
K29.9          ,16,-,-,-,-,-,-,-,-,1,-,-,2,1,1,4,1,1,2,3,-
K31.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K31.1          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K31.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K31.9          ,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,-,-
K35.2          ,29,-,1,-,-,-,-,1,-,3,1,1,2,1,5,3,-,3,3,5,-
K35.3          ,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,1,-,-
K35.8          ,8,1,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,1,2,-,-
K36            ,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-
K37            ,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K38.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K40.0          ,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,2,4,-
K40.1          ,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,2,-,2
K40.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K40.3          ,57,-,-,-,-,-,-,-,-,-,-,1,3,2,2,7,4,9,16,11,2
K40.4          ,53,-,-,-,-,-,-,-,-,-,-,-,1,3,4,8,6,4,16,11,-
K40.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K41.0          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1
K41.1          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1
K41.3          ,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,6,4,1
K41.4          ,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,3,9,11,8,4
K42.0          ,27,-,-,-,-,-,-,-,-,-,-,1,-,-,2,3,1,6,10,3,1
K42.1          ,20,-,-,-,-,-,-,-,-,-,-,-,1,3,3,5,2,2,3,1,-
K43.0          ,68,-,-,-,-,-,-,-,-,1,-,1,-,6,4,8,9,11,21,6,1
K43.1          ,74,-,-,-,-,-,-,-,-,1,1,-,3,5,6,7,11,13,15,9,3
K44.0          ,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,1,-,-
K44.1          ,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,-,-,-,-
K45.0          ,9,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,3,2,1,-
K45.1          ,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,-,1
K45.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K46.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
K46.1          ,4,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-
K50.0          ,7,-,-,-,-,-,-,-,-,1,-,-,3,1,-,1,-,1,-,-,-
K50.1          ,10,-,-,-,-,-,-,1,-,1,1,1,1,-,-,2,2,-,1,-,-
K50.8          ,10,-,-,-,-,-,-,1,1,1,-,1,-,1,2,1,2,-,-,-,-
K50.9          ,24,-,-,-,-,1,-,-,2,3,-,5,1,1,3,6,2,-,-,-,-
K51.0          ,15,-,-,-,-,-,-,-,3,-,-,-,1,3,2,2,2,-,2,-,-
K51.1          ,4,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,1,-,-
K51.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K51.3          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-
K51.8          ,18,-,-,-,-,-,1,1,-,-,-,1,1,2,3,1,1,5,2,-,-
K51.9          ,46,-,-,-,-,1,-,-,-,1,2,5,4,3,4,8,4,5,8,-,1
K52.0          ,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
K52.1          ,6,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,1,2,-,-
K52.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K52.8          ,17,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,2,3,6,2,1
K52.9          ,101,1,-,-,-,-,-,1,-,-,1,1,3,7,8,13,7,19,23,14,3
K55.0          ,1084,-,-,-,-,-,-,-,4,6,11,26,36,93,133,165,126,211,173,78,22
K55.1          ,19,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,2,3,4,-,-
K55.2          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
K55.8          ,15,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,3,3,2,2
K55.9          ,149,-,-,-,-,-,-,-,2,1,1,1,2,10,19,11,18,29,29,21,5
K56.0          ,4,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-
K56.1          ,22,-,-,-,-,-,-,-,-,-,-,-,4,-,1,3,2,5,2,3,2
K56.2          ,115,-,-,-,-,-,-,-,-,-,3,2,3,9,11,16,12,32,15,9,3
K56.3          ,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,1,-,1
K56.4          ,247,-,-,-,-,-,1,-,1,4,-,2,9,16,20,25,30,45,59,29,6
K56.5          ,6,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,1,1,1,-,-
K56.6          ,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-
K56.7          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
